x-axis,1,2,3,4
-9.710000E+00,+2.926633E+00,+6.894171E+00,+1.001005E+00,+9.045226E+00
-9.705000E+00,+3.280402E+00,+6.894171E+00,+679.397E-03,+9.206030E+00
-9.700000E+00,+3.216080E+00,+7.095176E+00,+763.819E-03,+9.045226E+00
-9.695000E+00,+2.958794E+00,+7.095176E+00,+1.077387E+00,+9.045226E+00
-9.690000E+00,+2.910553E+00,+6.974573E+00,+1.125628E+00,+9.246231E+00
-9.685000E+00,+2.974874E+00,+6.974573E+00,+944.724E-03,+9.125628E+00
-9.680000E+00,+3.409045E+00,+7.095176E+00,+526.633E-03,+9.246231E+00
-9.675000E+00,+3.216080E+00,+7.095176E+00,+703.518E-03,+9.246231E+00
-9.670000E+00,+3.280402E+00,+7.296181E+00,+703.518E-03,+9.246231E+00
-9.665000E+00,+3.135678E+00,+7.296181E+00,+836.181E-03,+9.246231E+00
-9.660000E+00,+3.376884E+00,+7.215779E+00,+619.095E-03,+9.246231E+00
-9.655000E+00,+3.457286E+00,+7.296181E+00,+506.533E-03,+9.246231E+00
-9.650000E+00,+3.457286E+00,+7.296181E+00,+502.513E-03,+9.246231E+00
-9.645000E+00,+3.392965E+00,+7.296181E+00,+494.472E-03,+9.407035E+00
-9.640000E+00,+3.457286E+00,+7.497186E+00,+498.492E-03,+9.447236E+00
-9.635000E+00,+3.312563E+00,+7.497186E+00,+812.060E-03,+9.447236E+00
-9.630000E+00,+2.894472E+00,+7.336382E+00,+1.185930E+00,+9.447236E+00
-9.625000E+00,+3.457286E+00,+7.296181E+00,+603.015E-03,+9.447236E+00
-9.620000E+00,+3.441206E+00,+7.497186E+00,+550.754E-03,+9.447236E+00
-9.615000E+00,+3.376884E+00,+7.497186E+00,+824.121E-03,+9.567839E+00
-9.610000E+00,+3.103518E+00,+7.497186E+00,+996.985E-03,+9.567839E+00
-9.605000E+00,+3.360804E+00,+7.497186E+00,+779.899E-03,+9.648241E+00
-9.600000E+00,+3.216080E+00,+7.497186E+00,+1.045226E+00,+9.648241E+00
-9.595000E+00,+3.441206E+00,+7.657990E+00,+478.392E-03,+9.608040E+00
-9.590000E+00,+3.425126E+00,+7.698191E+00,+611.055E-03,+9.648241E+00
-9.585000E+00,+3.200000E+00,+7.698191E+00,+1.057286E+00,+9.648241E+00
-9.580000E+00,+3.023116E+00,+7.698191E+00,+1.342714E+00,+9.648241E+00
-9.575000E+00,+3.216080E+00,+7.698191E+00,+904.523E-03,+9.648241E+00
-9.570000E+00,+3.457286E+00,+7.738392E+00,+635.176E-03,+9.809045E+00
-9.565000E+00,+3.376884E+00,+7.818794E+00,+755.779E-03,+9.648241E+00
-9.560000E+00,+3.312563E+00,+7.899196E+00,+900.503E-03,+9.768844E+00
-9.555000E+00,+3.312563E+00,+7.899196E+00,+940.704E-03,+9.849246E+00
-9.550000E+00,+3.457286E+00,+7.899196E+00,+603.015E-03,+9.849246E+00
-9.545000E+00,+3.376884E+00,+7.899196E+00,+538.693E-03,+9.849246E+00
-9.540000E+00,+3.457286E+00,+7.899196E+00,+514.573E-03,+10.050251E+00
-9.535000E+00,+3.376884E+00,+7.979598E+00,+470.352E-03,+9.969849E+00
-9.530000E+00,+3.457286E+00,+8.100201E+00,+570.854E-03,+9.849246E+00
-9.525000E+00,+3.376884E+00,+8.100201E+00,+824.121E-03,+9.849246E+00
-9.520000E+00,+3.248241E+00,+8.060000E+00,+1.157789E+00,+10.050251E+00
-9.515000E+00,+3.457286E+00,+8.100201E+00,+554.774E-03,+9.969849E+00
-9.510000E+00,+3.409045E+00,+8.100201E+00,+590.955E-03,+9.969849E+00
-9.505000E+00,+3.376884E+00,+8.140402E+00,+1.009045E+00,+10.050251E+00
-9.500000E+00,+3.376884E+00,+8.100201E+00,+1.045226E+00,+10.050251E+00
-9.495000E+00,+3.457286E+00,+8.301206E+00,+840.201E-03,+10.050251E+00
-9.490000E+00,+3.425126E+00,+8.180603E+00,+667.337E-03,+10.251256E+00
-9.485000E+00,+3.425126E+00,+8.301206E+00,+566.834E-03,+10.251256E+00
-9.480000E+00,+3.457286E+00,+8.301206E+00,+787.940E-03,+10.251256E+00
-9.475000E+00,+3.457286E+00,+8.502211E+00,+1.025126E+00,+10.251256E+00
-9.470000E+00,+3.119598E+00,+8.341407E+00,+1.294472E+00,+10.251256E+00
-9.465000E+00,+3.457286E+00,+8.381608E+00,+828.141E-03,+10.130653E+00
-9.460000E+00,+3.409045E+00,+8.502211E+00,+852.261E-03,+10.251256E+00
-9.455000E+00,+3.457286E+00,+8.502211E+00,+747.739E-03,+10.251256E+00
-9.450000E+00,+3.457286E+00,+8.502211E+00,+884.422E-03,+10.251256E+00
-9.445000E+00,+3.457286E+00,+8.502211E+00,+643.216E-03,+10.251256E+00
-9.440000E+00,+3.376884E+00,+8.502211E+00,+562.814E-03,+10.251256E+00
-9.435000E+00,+3.409045E+00,+8.622814E+00,+578.894E-03,+10.050251E+00
-9.430000E+00,+3.392965E+00,+8.542412E+00,+526.633E-03,+10.050251E+00
-9.425000E+00,+3.457286E+00,+8.502211E+00,+683.417E-03,+10.050251E+00
-9.420000E+00,+3.360804E+00,+8.703216E+00,+944.724E-03,+10.050251E+00
-9.415000E+00,+3.264322E+00,+8.703216E+00,+1.121608E+00,+10.050251E+00
-9.410000E+00,+3.457286E+00,+8.703216E+00,+598.995E-03,+9.849246E+00
-9.405000E+00,+3.457286E+00,+8.743417E+00,+663.317E-03,+10.010050E+00
-9.400000E+00,+3.135678E+00,+8.904221E+00,+1.185930E+00,+10.050251E+00
-9.395000E+00,+3.312563E+00,+8.864020E+00,+916.583E-03,+9.889447E+00
-9.390000E+00,+3.216080E+00,+8.904221E+00,+1.077387E+00,+9.849246E+00
-9.385000E+00,+3.425126E+00,+8.904221E+00,+671.357E-03,+9.849246E+00
-9.380000E+00,+3.392965E+00,+8.944422E+00,+727.638E-03,+9.849246E+00
-9.375000E+00,+3.216080E+00,+9.105226E+00,+1.125628E+00,+9.849246E+00
-9.370000E+00,+2.958794E+00,+9.105226E+00,+1.169849E+00,+9.688442E+00
-9.365000E+00,+3.248241E+00,+9.105226E+00,+992.965E-03,+9.849246E+00
-9.360000E+00,+3.376884E+00,+8.984623E+00,+808.040E-03,+9.648241E+00
-9.355000E+00,+3.296482E+00,+9.225829E+00,+864.322E-03,+9.648241E+00
-9.350000E+00,+3.216080E+00,+9.105226E+00,+984.925E-03,+9.849246E+00
-9.345000E+00,+3.264322E+00,+9.145427E+00,+795.980E-03,+9.688442E+00
-9.340000E+00,+3.409045E+00,+9.306231E+00,+659.296E-03,+9.648241E+00
-9.335000E+00,+3.425126E+00,+9.225829E+00,+598.995E-03,+9.648241E+00
-9.330000E+00,+3.392965E+00,+9.145427E+00,+566.834E-03,+9.809045E+00
-9.325000E+00,+3.457286E+00,+9.507236E+00,+582.915E-03,+9.648241E+00
-9.320000E+00,+3.200000E+00,+9.306231E+00,+980.905E-03,+9.648241E+00
-9.315000E+00,+2.990955E+00,+9.306231E+00,+1.077387E+00,+9.527638E+00
-9.310000E+00,+3.425126E+00,+9.386633E+00,+635.176E-03,+9.447236E+00
-9.305000E+00,+3.376884E+00,+9.507236E+00,+783.920E-03,+9.447236E+00
-9.300000E+00,+2.894472E+00,+9.507236E+00,+1.266332E+00,+9.648241E+00
-9.295000E+00,+3.216080E+00,+9.507236E+00,+892.462E-03,+9.447236E+00
-9.290000E+00,+2.926633E+00,+9.587638E+00,+1.141709E+00,+9.447236E+00
-9.285000E+00,+3.264322E+00,+9.627839E+00,+804.020E-03,+9.447236E+00
-9.280000E+00,+3.151759E+00,+9.668040E+00,+936.683E-03,+9.447236E+00
-9.275000E+00,+2.733668E+00,+9.708241E+00,+1.407035E+00,+9.246231E+00
-9.270000E+00,+2.733668E+00,+9.708241E+00,+1.459296E+00,+9.447236E+00
-9.265000E+00,+3.167839E+00,+9.627839E+00,+876.382E-03,+9.246231E+00
-9.260000E+00,+3.200000E+00,+9.708241E+00,+808.040E-03,+9.326633E+00
-9.255000E+00,+3.200000E+00,+9.668040E+00,+816.080E-03,+9.246231E+00
-9.250000E+00,+2.974874E+00,+9.708241E+00,+1.025126E+00,+9.246231E+00
-9.245000E+00,+3.167839E+00,+9.708241E+00,+844.221E-03,+9.246231E+00
-9.240000E+00,+3.376884E+00,+9.627839E+00,+603.015E-03,+9.246231E+00
-9.235000E+00,+3.376884E+00,+9.587638E+00,+590.955E-03,+9.125628E+00
-9.230000E+00,+3.376884E+00,+9.708241E+00,+550.754E-03,+9.206030E+00
-9.225000E+00,+3.457286E+00,+9.708241E+00,+482.412E-03,+9.045226E+00
-9.220000E+00,+3.119598E+00,+9.507236E+00,+715.578E-03,+9.246231E+00
-9.215000E+00,+2.781910E+00,+9.708241E+00,+1.193970E+00,+9.125628E+00
-9.210000E+00,+3.264322E+00,+9.708241E+00,+643.216E-03,+9.045226E+00
-9.205000E+00,+3.296482E+00,+5.808744E+00,+615.075E-03,+9.045226E+00
-9.200000E+00,+3.055276E+00,-141.005E-03,+864.322E-03,+9.045226E+00
-9.195000E+00,+2.830151E+00,-141.005E-03,+1.037186E+00,+9.045226E+00
-9.190000E+00,+3.135678E+00,-20.402E-03,+731.658E-03,+9.045226E+00
-9.185000E+00,+2.830151E+00,-141.005E-03,+1.009045E+00,+8.964824E+00
-9.180000E+00,+3.119598E+00,-141.005E-03,+719.598E-03,+8.884422E+00
-9.175000E+00,+3.055276E+00,-141.005E-03,+864.322E-03,+9.045226E+00
-9.170000E+00,+2.717588E+00,-10.231457E+00,+1.165829E+00,+8.844221E+00
-9.165000E+00,+2.749749E+00,-10.191256E+00,+1.125628E+00,+8.763819E+00
-9.160000E+00,+2.894472E+00,-10.191256E+00,+876.382E-03,+8.844221E+00
-9.155000E+00,+3.200000E+00,-10.191256E+00,+550.754E-03,+8.844221E+00
-9.150000E+00,+2.894472E+00,-10.191256E+00,+904.523E-03,+8.844221E+00
-9.145000E+00,+3.055276E+00,-10.191256E+00,+731.658E-03,+8.643216E+00
-9.140000E+00,+2.926633E+00,-10.271658E+00,+795.980E-03,+8.844221E+00
-9.135000E+00,+3.103518E+00,-10.271658E+00,+683.417E-03,+8.643216E+00
-9.130000E+00,+3.216080E+00,-10.352060E+00,+506.533E-03,+8.643216E+00
-9.125000E+00,+3.216080E+00,-10.191256E+00,+482.412E-03,+8.643216E+00
-9.120000E+00,+3.216080E+00,-10.231457E+00,+478.392E-03,+8.643216E+00
-9.115000E+00,+3.248241E+00,-10.191256E+00,+402.010E-03,+8.643216E+00
-9.110000E+00,+3.216080E+00,-10.271658E+00,+510.553E-03,+8.643216E+00
-9.105000E+00,+2.894472E+00,-10.191256E+00,+952.764E-03,+8.643216E+00
-9.100000E+00,+2.974874E+00,-10.191256E+00,+804.020E-03,+8.643216E+00
-9.095000E+00,+3.135678E+00,-10.191256E+00,+482.412E-03,+8.482412E+00
-9.090000E+00,+3.071357E+00,-10.191256E+00,+542.714E-03,+8.522613E+00
-9.085000E+00,+2.797990E+00,-10.271658E+00,+884.422E-03,+8.442211E+00
-9.080000E+00,+2.797990E+00,-10.191256E+00,+908.543E-03,+8.482412E+00
-9.075000E+00,+2.974874E+00,-10.191256E+00,+623.116E-03,+8.442211E+00
-9.070000E+00,+2.765829E+00,-10.352060E+00,+956.784E-03,+8.442211E+00
-9.065000E+00,+2.942714E+00,-10.191256E+00,+735.678E-03,+8.442211E+00
-9.060000E+00,+2.894472E+00,-10.191256E+00,+775.879E-03,+8.361809E+00
-9.055000E+00,+2.588945E+00,-10.191256E+00,+1.113568E+00,+8.442211E+00
-9.050000E+00,+2.733668E+00,-10.191256E+00,+944.724E-03,+8.241206E+00
-9.045000E+00,+2.749749E+00,-10.030452E+00,+908.543E-03,+8.442211E+00
-9.040000E+00,+2.958794E+00,-10.191256E+00,+582.915E-03,+8.241206E+00
-9.035000E+00,+2.797990E+00,-10.191256E+00,+755.779E-03,+8.241206E+00
-9.030000E+00,+2.878392E+00,-9.990251E+00,+631.156E-03,+8.241206E+00
-9.025000E+00,+2.653266E+00,-9.990251E+00,+844.221E-03,+8.040201E+00
-9.020000E+00,+2.765829E+00,-9.950050E+00,+783.920E-03,+8.241206E+00
-9.015000E+00,+2.974874E+00,-9.869648E+00,+494.472E-03,+8.040201E+00
-9.010000E+00,+3.023116E+00,-9.869648E+00,+498.492E-03,+8.241206E+00
-9.005000E+00,+2.974874E+00,-9.829447E+00,+562.814E-03,+8.040201E+00
-9.000000E+00,+3.055276E+00,-9.990251E+00,+422.111E-03,+8.040201E+00
-8.995000E+00,+3.023116E+00,-9.789246E+00,+422.111E-03,+8.040201E+00
-8.990000E+00,+2.653266E+00,-9.668643E+00,+804.020E-03,+8.120603E+00
-8.985000E+00,+2.428141E+00,-9.789246E+00,+1.065327E+00,+8.040201E+00
-8.980000E+00,+2.878392E+00,-9.628442E+00,+526.633E-03,+7.879397E+00
-8.975000E+00,+2.974874E+00,-9.789246E+00,+542.714E-03,+8.040201E+00
-8.970000E+00,+2.733668E+00,-9.749045E+00,+735.678E-03,+7.839196E+00
-8.965000E+00,+2.492462E+00,-9.588241E+00,+972.864E-03,+7.959799E+00
-8.960000E+00,+2.701508E+00,-9.588241E+00,+731.658E-03,+7.839196E+00
-8.955000E+00,+2.476382E+00,-9.588241E+00,+928.643E-03,+7.839196E+00
-8.950000E+00,+2.733668E+00,-9.588241E+00,+683.417E-03,+7.839196E+00
-8.945000E+00,+2.653266E+00,-9.548040E+00,+808.040E-03,+7.839196E+00
-8.940000E+00,+2.653266E+00,-9.588241E+00,+812.060E-03,+7.839196E+00
-8.935000E+00,+2.363819E+00,-9.387236E+00,+1.053266E+00,+7.718593E+00
-8.930000E+00,+2.170854E+00,-9.427437E+00,+1.318593E+00,+7.638191E+00
-8.925000E+00,+2.572864E+00,-9.588241E+00,+743.719E-03,+7.839196E+00
-8.920000E+00,+2.733668E+00,-9.387236E+00,+594.975E-03,+7.638191E+00
-8.915000E+00,+2.605025E+00,-9.266633E+00,+771.859E-03,+7.638191E+00
-8.910000E+00,+2.540703E+00,-9.306834E+00,+868.342E-03,+7.638191E+00
-8.905000E+00,+2.508543E+00,-9.347035E+00,+884.422E-03,+7.638191E+00
-8.900000E+00,+2.733668E+00,-9.186231E+00,+502.513E-03,+7.638191E+00
-8.895000E+00,+2.797990E+00,-9.186231E+00,+466.332E-03,+7.638191E+00
-8.890000E+00,+2.765829E+00,-9.306834E+00,+478.392E-03,+7.557789E+00
-8.885000E+00,+2.733668E+00,-9.186231E+00,+450.251E-03,+7.517588E+00
-8.880000E+00,+2.814070E+00,-9.186231E+00,+402.010E-03,+7.437186E+00
-8.875000E+00,+2.733668E+00,-9.186231E+00,+502.513E-03,+7.437186E+00
-8.870000E+00,+2.428141E+00,-9.025427E+00,+1.001005E+00,+7.437186E+00
-8.865000E+00,+2.347739E+00,-9.105829E+00,+876.382E-03,+7.437186E+00
-8.860000E+00,+2.733668E+00,-8.985226E+00,+470.352E-03,+7.236181E+00
-8.855000E+00,+2.637186E+00,-9.025427E+00,+586.935E-03,+7.437186E+00
-8.850000E+00,+2.492462E+00,-8.985226E+00,+703.518E-03,+7.437186E+00
-8.845000E+00,+2.347739E+00,-9.025427E+00,+928.643E-03,+7.276382E+00
-8.840000E+00,+2.572864E+00,-8.985226E+00,+647.236E-03,+7.316583E+00
-8.835000E+00,+2.347739E+00,-8.985226E+00,+888.442E-03,+7.236181E+00
-8.830000E+00,+2.556784E+00,-8.945025E+00,+598.995E-03,+7.236181E+00
-8.825000E+00,+2.492462E+00,-8.985226E+00,+844.221E-03,+7.437186E+00
-8.820000E+00,+2.395980E+00,-8.945025E+00,+735.678E-03,+7.195980E+00
-8.815000E+00,+2.154774E+00,-8.784221E+00,+1.041206E+00,+7.236181E+00
-8.810000E+00,+1.961809E+00,-8.784221E+00,+1.222111E+00,+7.236181E+00
-8.805000E+00,+2.412060E+00,-8.784221E+00,+727.638E-03,+7.236181E+00
-8.800000E+00,+2.653266E+00,-8.784221E+00,+402.010E-03,+7.236181E+00
-8.795000E+00,+2.395980E+00,-8.784221E+00,+663.317E-03,+7.035176E+00
-8.790000E+00,+2.492462E+00,-8.784221E+00,+546.734E-03,+7.155779E+00
-8.785000E+00,+2.347739E+00,-8.583216E+00,+836.181E-03,+7.035176E+00
-8.780000E+00,+2.331658E+00,-8.583216E+00,+703.518E-03,+7.035176E+00
-8.775000E+00,+2.572864E+00,-8.583216E+00,+422.111E-03,+7.035176E+00
-8.770000E+00,+2.653266E+00,-8.583216E+00,+402.010E-03,+7.035176E+00
-8.765000E+00,+2.653266E+00,-8.583216E+00,+385.930E-03,+7.035176E+00
-8.760000E+00,+2.621105E+00,-8.583216E+00,+402.010E-03,+7.035176E+00
-8.755000E+00,+2.653266E+00,-8.543015E+00,+321.608E-03,+6.994975E+00
-8.750000E+00,+2.572864E+00,-8.382211E+00,+442.211E-03,+6.834171E+00
-8.745000E+00,+2.331658E+00,-8.543015E+00,+699.497E-03,+6.834171E+00
-8.740000E+00,+2.122613E+00,-8.502814E+00,+1.041206E+00,+6.834171E+00
-8.735000E+00,+2.508543E+00,-8.502814E+00,+534.673E-03,+6.834171E+00
-8.730000E+00,+2.572864E+00,-8.543015E+00,+341.709E-03,+6.793970E+00
-8.725000E+00,+2.251256E+00,-8.382211E+00,+663.317E-03,+6.834171E+00
-8.720000E+00,+2.235176E+00,-8.382211E+00,+751.759E-03,+6.633166E+00
-8.715000E+00,+2.170854E+00,-8.382211E+00,+783.920E-03,+6.633166E+00
-8.710000E+00,+2.379899E+00,-8.382211E+00,+538.693E-03,+6.753769E+00
-8.705000E+00,+2.219095E+00,-8.221407E+00,+735.678E-03,+6.633166E+00
-8.700000E+00,+2.251256E+00,-8.382211E+00,+603.015E-03,+6.633166E+00
-8.695000E+00,+2.299497E+00,-8.342010E+00,+534.673E-03,+6.633166E+00
-8.690000E+00,+2.299497E+00,-8.181206E+00,+598.995E-03,+6.633166E+00
-8.685000E+00,+2.283417E+00,-8.261608E+00,+598.995E-03,+6.633166E+00
-8.680000E+00,+2.010050E+00,-8.181206E+00,+924.623E-03,+6.472362E+00
-8.675000E+00,+1.849246E+00,-7.980201E+00,+1.045226E+00,+6.633166E+00
-8.670000E+00,+2.106533E+00,-8.181206E+00,+719.598E-03,+6.592965E+00
-8.665000E+00,+2.315578E+00,-8.060603E+00,+470.352E-03,+6.633166E+00
-8.660000E+00,+2.412060E+00,-8.181206E+00,+373.869E-03,+6.432161E+00
-8.655000E+00,+2.235176E+00,-8.020402E+00,+631.156E-03,+6.432161E+00
-8.650000E+00,+2.412060E+00,-7.980201E+00,+442.211E-03,+6.432161E+00
-8.645000E+00,+2.026131E+00,-8.020402E+00,+804.020E-03,+6.432161E+00
-8.640000E+00,+2.138693E+00,-8.181206E+00,+643.216E-03,+6.432161E+00
-8.635000E+00,+2.299497E+00,-8.100804E+00,+397.990E-03,+6.311558E+00
-8.630000E+00,+2.412060E+00,-7.980201E+00,+305.528E-03,+6.432161E+00
-8.625000E+00,+2.412060E+00,-7.980201E+00,+301.508E-03,+6.432161E+00
-8.620000E+00,+2.412060E+00,-7.980201E+00,+285.427E-03,+6.231156E+00
-8.615000E+00,+2.412060E+00,-7.980201E+00,+313.568E-03,+6.351759E+00
-8.610000E+00,+2.412060E+00,-7.980201E+00,+249.246E-03,+6.231156E+00
-8.605000E+00,+2.412060E+00,-7.980201E+00,+277.387E-03,+6.070352E+00
-8.600000E+00,+2.331658E+00,-7.779196E+00,+663.317E-03,+6.231156E+00
-8.595000E+00,+1.993970E+00,-7.980201E+00,+804.020E-03,+6.231156E+00
-8.590000E+00,+1.993970E+00,-7.779196E+00,+731.658E-03,+6.150754E+00
-8.585000E+00,+2.299497E+00,-7.779196E+00,+309.548E-03,+6.150754E+00
-8.580000E+00,+2.331658E+00,-7.779196E+00,+301.508E-03,+6.070352E+00
-8.575000E+00,+2.170854E+00,-7.779196E+00,+442.211E-03,+6.030151E+00
-8.570000E+00,+2.058291E+00,-7.779196E+00,+578.894E-03,+6.190955E+00
-8.565000E+00,+1.961809E+00,-7.779196E+00,+711.558E-03,+6.030151E+00
-8.560000E+00,+2.090452E+00,-7.698794E+00,+470.352E-03,+5.909548E+00
-8.555000E+00,+2.170854E+00,-7.779196E+00,+422.111E-03,+5.989950E+00
-8.550000E+00,+1.929648E+00,-7.779196E+00,+864.322E-03,+5.829146E+00
-8.545000E+00,+2.106533E+00,-7.738995E+00,+454.271E-03,+5.989950E+00
-8.540000E+00,+1.929648E+00,-7.698794E+00,+687.437E-03,+5.829146E+00
-8.535000E+00,+2.090452E+00,-7.698794E+00,+478.392E-03,+5.829146E+00
-8.530000E+00,+1.881407E+00,-7.578191E+00,+751.759E-03,+5.829146E+00
-8.525000E+00,+1.688442E+00,-7.578191E+00,+844.221E-03,+5.829146E+00
-8.520000E+00,+1.688442E+00,-7.578191E+00,+948.744E-03,+5.829146E+00
-8.515000E+00,+1.833166E+00,-7.578191E+00,+691.457E-03,+5.829146E+00
-8.510000E+00,+2.090452E+00,-7.457588E+00,+410.050E-03,+5.829146E+00
-8.505000E+00,+2.251256E+00,-7.377186E+00,+365.829E-03,+5.788945E+00
-8.500000E+00,+2.010050E+00,-7.578191E+00,+623.116E-03,+5.829146E+00
-8.495000E+00,+2.090452E+00,-7.578191E+00,+414.070E-03,+5.668342E+00
-8.490000E+00,+1.961809E+00,-7.296784E+00,+598.995E-03,+5.628141E+00
-8.485000E+00,+1.977889E+00,-7.377186E+00,+574.874E-03,+5.708543E+00
-8.480000E+00,+1.849246E+00,-7.377186E+00,+594.975E-03,+5.628141E+00
-8.475000E+00,+2.090452E+00,-7.377186E+00,+281.407E-03,+5.628141E+00
-8.470000E+00,+2.106533E+00,-7.377186E+00,+281.407E-03,+5.628141E+00
-8.465000E+00,+2.090452E+00,-7.377186E+00,+301.508E-03,+5.628141E+00
-8.460000E+00,+2.090452E+00,-7.377186E+00,+261.307E-03,+5.427136E+00
-8.455000E+00,+2.090452E+00,-7.377186E+00,+269.347E-03,+5.467337E+00
-8.450000E+00,+2.170854E+00,-7.377186E+00,+221.106E-03,+5.628141E+00
-8.445000E+00,+2.074372E+00,-7.336985E+00,+245.226E-03,+5.587940E+00
-8.440000E+00,+1.913568E+00,-7.377186E+00,+397.990E-03,+5.427136E+00
-8.435000E+00,+1.704523E+00,-7.176181E+00,+582.915E-03,+5.346734E+00
-8.430000E+00,+1.608040E+00,-7.176181E+00,+808.040E-03,+5.427136E+00
-8.425000E+00,+1.929648E+00,-7.176181E+00,+301.508E-03,+5.427136E+00
