CH1,CH2,Start,Increment,
Volt,Volt,-1.36000e-03,1.00000e-05
-4.93e-01,-5.04e-01,
-4.75e-01,-5.09e-01,
-4.75e-01,-5.09e-01,
-4.93e-01,-5.04e-01,
-4.93e-01,-5.09e-01,
-4.75e-01,-5.04e-01,
-4.93e-01,-5.04e-01,
-4.75e-01,-5.09e-01,
-4.93e-01,-5.09e-01,
-4.75e-01,-5.04e-01,
-4.93e-01,-5.04e-01,
-4.75e-01,-5.09e-01,
-4.93e-01,-5.09e-01,
-4.75e-01,-5.04e-01,
-4.93e-01,-5.09e-01,
-4.75e-01,-5.04e-01,
-4.75e-01,-5.04e-01,
-4.93e-01,-5.09e-01,
-4.93e-01,-5.04e-01,
-4.75e-01,-5.09e-01,
-4.93e-01,-5.04e-01,
-4.75e-01,-5.09e-01,
-4.93e-01,-5.09e-01,
-4.75e-01,-5.04e-01,
-4.75e-01,-5.04e-01,
-4.93e-01,-5.09e-01,
-4.75e-01,-5.09e-01,
-4.93e-01,-5.04e-01,
-4.93e-01,-5.04e-01,
-4.75e-01,-5.09e-01,
-4.93e-01,-5.04e-01,
-4.75e-01,-5.09e-01,
-4.75e-01,-5.04e-01,
-4.93e-01,-5.09e-01,
-4.93e-01,-5.09e-01,
-4.75e-01,-5.04e-01,
-4.75e-01,-5.04e-01,
-4.93e-01,-5.09e-01,
-4.93e-01,-5.09e-01,
-4.75e-01,4.98e-01,
-4.75e-01,4.98e-01,
-4.93e-01,5.09e-01,
-4.75e-01,5.04e-01,
-4.93e-01,5.09e-01,
-4.93e-01,5.04e-01,
-4.75e-01,5.09e-01,
-4.75e-01,4.98e-01,
-4.93e-01,5.09e-01,
-4.93e-01,5.04e-01,
-4.75e-01,5.09e-01,
-4.75e-01,5.04e-01,
-4.84e-01,5.09e-01,
-4.84e-01,5.09e-01,
-4.75e-01,5.04e-01,
-4.84e-01,5.04e-01,
-4.75e-01,5.09e-01,
-4.84e-01,5.04e-01,
-4.75e-01,5.09e-01,
-4.75e-01,5.04e-01,
-4.84e-01,5.09e-01,
-4.84e-01,5.04e-01,
-4.66e-01,5.09e-01,
-4.75e-01,5.09e-01,
-4.66e-01,5.04e-01,
-4.75e-01,5.04e-01,
-4.58e-01,5.09e-01,
-4.75e-01,5.04e-01,
-4.58e-01,5.09e-01,
-4.66e-01,5.09e-01,
-4.58e-01,5.04e-01,
-4.66e-01,5.04e-01,
-4.49e-01,5.09e-01,
-4.58e-01,5.09e-01,
-4.40e-01,5.04e-01,
-4.40e-01,5.04e-01,
-4.49e-01,5.09e-01,
-4.49e-01,5.04e-01,
-4.31e-01,5.09e-01,
-4.40e-01,5.04e-01,
-4.22e-01,5.09e-01,
-4.31e-01,5.04e-01,
-4.14e-01,5.09e-01,
-4.22e-01,5.04e-01,
-4.05e-01,5.09e-01,
-4.14e-01,5.09e-01,
-3.96e-01,5.04e-01,
-4.05e-01,5.04e-01,
-3.87e-01,5.09e-01,
-3.96e-01,5.04e-01,
-3.78e-01,5.09e-01,
-3.87e-01,5.09e-01,
-3.70e-01,5.04e-01,
-3.78e-01,5.04e-01,
-3.52e-01,5.09e-01,
-3.61e-01,5.04e-01,
-3.43e-01,5.09e-01,
-3.52e-01,5.04e-01,
-3.34e-01,5.09e-01,
-3.34e-01,5.04e-01,
-3.17e-01,5.09e-01,
-3.26e-01,5.09e-01,
-2.99e-01,5.04e-01,
-3.08e-01,5.04e-01,
-2.90e-01,5.09e-01,
-2.99e-01,5.04e-01,
-2.73e-01,5.09e-01,
-2.82e-01,5.04e-01,
-2.55e-01,5.09e-01,
-2.64e-01,5.04e-01,
-2.38e-01,5.09e-01,
-2.55e-01,5.04e-01,
-2.29e-01,5.09e-01,
-2.38e-01,5.04e-01,
-2.11e-01,5.09e-01,
-2.20e-01,5.04e-01,
-1.94e-01,5.09e-01,
-2.02e-01,5.09e-01,
-1.76e-01,5.04e-01,
-1.85e-01,5.09e-01,
