CH1,CH2,Start,Increment,
Volt,Volt,-6.00000e-02,1.00000e-04
5.20e-01,1.30e+01,
5.28e-01,1.32e+01,
5.20e-01,1.32e+01,
5.28e-01,1.30e+01,
5.20e-01,1.32e+01,
5.28e-01,1.30e+01,
5.20e-01,1.32e+01,
5.28e-01,1.30e+01,
5.20e-01,1.32e+01,
5.28e-01,1.30e+01,
5.20e-01,1.32e+01,
5.28e-01,1.30e+01,
5.20e-01,1.30e+01,
5.28e-01,1.32e+01,
5.20e-01,1.32e+01,
5.28e-01,1.30e+01,
5.28e-01,1.32e+01,
5.20e-01,1.30e+01,
5.20e-01,1.30e+01,
5.28e-01,1.32e+01,
5.20e-01,1.30e+01,
5.28e-01,1.32e+01,
5.20e-01,1.32e+01,
5.28e-01,1.30e+01,
5.20e-01,1.30e+01,
5.28e-01,1.32e+01,
5.20e-01,1.32e+01,
5.28e-01,1.30e+01,
5.20e-01,1.32e+01,
5.28e-01,1.30e+01,
5.20e-01,1.32e+01,
5.28e-01,1.30e+01,
5.20e-01,1.32e+01,
5.28e-01,1.30e+01,
5.28e-01,1.30e+01,
5.20e-01,1.32e+01,
5.28e-01,1.32e+01,
5.20e-01,1.30e+01,
5.20e-01,1.32e+01,
5.28e-01,1.30e+01,
5.20e-01,1.32e+01,
5.28e-01,1.30e+01,
5.20e-01,1.32e+01,
5.28e-01,1.30e+01,
5.20e-01,1.32e+01,
5.28e-01,1.30e+01,
5.20e-01,1.32e+01,
5.28e-01,1.30e+01,
5.28e-01,1.32e+01,
5.20e-01,1.30e+01,
5.20e-01,1.32e+01,
5.28e-01,1.30e+01,
5.20e-01,1.32e+01,
5.28e-01,1.30e+01,
5.20e-01,1.32e+01,
5.28e-01,1.30e+01,
5.20e-01,1.32e+01,
5.28e-01,1.30e+01,
5.20e-01,1.32e+01,
5.28e-01,1.30e+01,
5.28e-01,1.30e+01,
5.20e-01,1.32e+01,
5.20e-01,1.32e+01,
5.28e-01,1.30e+01,
5.20e-01,1.32e+01,
5.28e-01,1.30e+01,
5.20e-01,1.32e+01,
5.28e-01,1.30e+01,
5.28e-01,1.32e+01,
5.20e-01,1.30e+01,
5.28e-01,1.30e+01,
5.20e-01,1.32e+01,
5.20e-01,1.30e+01,
5.28e-01,1.32e+01,
5.20e-01,1.30e+01,
5.28e-01,1.32e+01,
5.20e-01,1.32e+01,
5.28e-01,1.30e+01,
5.20e-01,1.32e+01,
5.28e-01,1.30e+01,
5.28e-01,1.32e+01,
5.20e-01,1.30e+01,
5.20e-01,1.30e+01,
5.28e-01,1.32e+01,
5.20e-01,1.32e+01,
5.28e-01,1.30e+01,
5.28e-01,1.32e+01,
5.20e-01,1.30e+01,
5.20e-01,1.32e+01,
5.28e-01,1.30e+01,
5.28e-01,1.32e+01,
5.20e-01,1.30e+01,
5.20e-01,1.32e+01,
5.28e-01,1.30e+01,
5.20e-01,1.30e+01,
5.28e-01,1.32e+01,
5.20e-01,1.32e+01,
5.28e-01,1.30e+01,
5.28e-01,1.32e+01,
-8.80e-02,1.30e+01,
-4.88e-01,1.30e+01,
-5.04e-01,1.32e+01,
-5.04e-01,1.32e+01,
-4.96e-01,1.30e+01,
-4.96e-01,1.32e+01,
-5.12e-01,1.30e+01,
-4.96e-01,1.32e+01,
-5.20e-01,1.28e+01,
-4.96e-01,1.30e+01,
-5.20e-01,1.26e+01,
-5.12e-01,1.26e+01,
-5.20e-01,1.28e+01,
-5.12e-01,1.28e+01,
-5.20e-01,1.24e+01,
-5.20e-01,1.26e+01,
-5.12e-01,1.22e+01,
-5.12e-01,1.24e+01,
-5.20e-01,1.22e+01,
-5.12e-01,1.24e+01,
-5.20e-01,1.20e+01,
-5.12e-01,1.22e+01,
-5.20e-01,1.18e+01,
-5.12e-01,1.18e+01,
-5.20e-01,1.20e+01,
-5.12e-01,1.20e+01,
